uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1088, 0.73609, 0.71940, 0.71397, 0.71940, 0.69322, 2.36597, 0.58604, 0.58604, 0.61355, 0.68189
1089, 0.58423, 0.52878, 0.56022, 0.50102, 0.72224, 2.60257, 0.64059, 0.64059, 0.85873, 0.71919
1090, 0.84329, 0.77463, 0.76958, 0.77463, 0.76824, 1.81421, 0.70825, 0.70825, 0.71307, 0.78651
1091, 0.71888, 0.70085, 0.69724, 0.70085, 0.69028, 1.78392, 0.71604, 0.71604, 0.71677, 0.72380
1092, 0.82132, 0.80175, 0.79681, 0.80175, 0.80255, 2.41638, 0.69592, 0.69592, 0.74996, 0.86764
1093, 0.87062, 0.76013, 0.74766, 0.76013, 0.73772, 2.29594, 0.70200, 0.70200, 0.68092, 0.80367
1094, 0.83692, 0.80662, 0.81995, 0.80662, 0.79388, 1.49879, 0.63261, 0.63261, 0.66926, 0.72195
1095, 0.73469, 0.73104, 0.71882, 0.73104, 0.55822, 2.10857, 0.51484, 0.51484, 0.53971, 0.57878
1096, 0.83605, 0.82216, 0.82002, 0.82216, 0.78303, 2.51340, 0.71550, 0.71550, 0.75485, 0.83503
1097, 0.82732, 0.67804, 0.72420, 0.63759, 0.70998, 1.75859, 0.61019, 0.61019, 0.57746, 0.71639
1098, 1.08337, 1.06792, 1.06734, 1.03689, 0.84516, 2.44826, 1.05229, 1.05229, 1.00249, 1.03081
1099, 0.85028, 0.84212, 0.85255, 0.84212, 0.80920, 1.76058, 0.73717, 0.73717, 0.72236, 0.77397
1100, 0.90319, 0.89951, 0.89487, 0.89951, 0.94496, 2.22509, 0.76522, 0.76522, 0.88527, 0.89403
1101, 0.73774, 0.72041, 0.71830, 0.72041, 0.66081, 2.16809, 0.56064, 0.56064, 0.57261, 0.58132
1102, 0.87926, 0.86250, 0.85919, 0.86250, 0.85005, 2.11112, 0.81759, 0.81759, 0.79471, 0.86086
1103, 0.68444, 0.66977, 0.67452, 0.66977, 0.63637, 2.23992, 0.63634, 0.63634, 0.70800, 0.64304
1104, 0.92264, 0.91991, 0.92464, 0.91991, 0.86413, 1.65122, 0.85397, 0.85397, 0.83430, 0.86202
1105, 0.96554, 0.94589, 0.93925, 0.94589, 0.90293, 2.16509, 0.87019, 0.87019, 0.86762, 0.96858
1106, 0.75173, 0.78126, 0.74888, 0.79429, 0.43416, 2.93180, 0.62233, 0.62233, 0.66736, 0.60281
1107, 0.86364, 0.83227, 0.85635, 0.84088, 0.81791, 2.41928, 0.88655, 0.88655, 0.88338, 0.75667
1108, 0.89786, 0.83563, 0.82524, 0.83563, 0.70492, 2.34296, 0.76372, 0.76372, 0.66191, 0.84095
1109, 0.61220, 0.61159, 0.62159, 0.61159, 0.55925, 2.25187, 0.51079, 0.51079, 0.51693, 0.52601
1110, 0.64658, 0.65387, 0.64400, 0.65387, 0.64209, 1.05372, 0.58580, 0.58580, 0.64981, 0.67375
1111, 0.78252, 0.61179, 0.76144, 0.75691, 0.32578, 2.52277, 0.43789, 0.43789, 0.45247, 0.69074
1112, 1.31172, 1.34087, 1.33608, 1.29795, 1.14831, 1.69488, 1.28774, 1.28774, 1.34817, 1.38814
1113, 0.60478, 0.62236, 0.61492, 0.62184, 0.60227, 2.30867, 0.57527, 0.57527, 0.57500, 0.60549
1114, 1.03233, 0.96944, 0.96058, 0.96944, 1.03430, 2.23940, 0.93115, 0.93115, 0.91559, 0.93472
1115, 0.86544, 0.85082, 0.84678, 0.85082, 0.83648, 1.63493, 0.84437, 0.84437, 0.84200, 0.81627
1116, 0.90843, 0.87551, 0.87727, 0.86579, 0.83699, 2.46273, 0.91043, 0.91043, 0.88612, 0.89974
1117, 0.46843, 0.46618, 0.46511, 0.46618, 0.47241, 2.32745, 0.41660, 0.41660, 0.41630, 0.54076
1118, 0.68729, 0.68641, 0.68105, 0.68641, 0.65647, 1.49689, 0.56618, 0.56618, 0.57147, 0.70152
1119, 0.68378, 0.70114, 0.66205, 0.67463, 0.56149, 2.05477, 0.56687, 0.56687, 0.56113, 0.50409
