sample_number, space_size, shape, density, rpu, rpi, gini_u, gini_i, pop_avg, pop_std, pop_skew, pop_kurtosis, long_tail_avg, long_tail_std, long_tail_skew, long_tail_kurtosis, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
001, 361900, 1.1964, 0.0702, 38.6140, 46.1964, 0.4544, 0.6390, 0.2371, 0.0560, 0.4068, 0.1818, 0.1600, 0.1238, 1.0523, 1.4282, 0.0932, 0.0972, 0.0969, 0.0970, 0.1067, 0.3140, 0.1608, 0.1608, 0.2076, 0.1249
002, 772405, 0.5320, 0.0629, 75.7676, 40.3046, 0.4702, 0.6334, 0.1950, 0.0397, 0.4432, 0.3494, 0.1676, 0.1029, 0.7969, 1.1490, 0.0533, 0.0590, 0.0597, 0.0590, 0.0683, 0.2299, 0.1140, 0.1140, 0.1340, 0.0688
003, 546315, 1.4926, 0.0625, 37.8405, 56.4793, 0.4813, 0.6298, 0.1947, 0.0438, 0.3194, 0.4073, 0.1678, 0.1263, 0.9223, 1.2203, 0.0848, 0.0890, 0.0889, 0.0883, 0.1022, 0.2915, 0.1491, 0.1491, 0.1805, 0.1062
004, 140844, 0.1040, 0.0571, 66.4545, 6.9081, 0.4692, 0.6681, 0.2078, 0.0435, 0.1059, -0.7382, 0.1580, 0.0997, 0.6449, 0.5000, 0.0475, 0.0454, 0.0456, 0.0454, 0.0288, 0.2565, 0.1239, 0.1239, 0.1575, 0.0807
005, 92400, 1.3258, 0.0564, 14.8943, 19.7462, 0.4841, 0.6102, 0.1725, 0.0542, 0.2558, 1.2762, 0.1495, 0.1716, 1.8180, 4.9589, 0.1647, 0.1762, 0.1758, 0.1761, 0.1365, 0.3509, 0.2494, 0.2494, 0.2856, 0.1968
006, 903305, 0.7905, 0.0595, 63.6450, 50.3087, 0.4895, 0.6167, 0.1861, 0.0414, 0.3906, 0.1933, 0.1608, 0.1071, 0.9940, 1.7532, 0.0519, 0.0586, 0.0576, 0.0583, 0.0682, 0.2397, 0.1024, 0.1024, 0.1362, 0.0702
007, 181451, 0.9768, 0.0593, 25.5724, 24.9791, 0.4790, 0.6314, 0.2007, 0.0632, 1.5091, 7.2758, 0.1785, 0.1552, 1.2442, 2.3625, 0.1243, 0.1326, 0.1298, 0.1326, 0.1170, 0.3166, 0.1885, 0.1885, 0.2239, 0.1627
008, 558900, 0.8519, 0.0588, 47.5899, 40.5395, 0.4887, 0.6397, 0.2001, 0.0499, 0.5383, 0.5162, 0.1655, 0.1199, 0.9712, 1.5300, 0.0646, 0.0620, 0.0597, 0.0608, 0.0721, 0.2781, 0.1154, 0.1154, 0.1509, 0.0811
009, 433600, 0.2362, 0.0617, 83.6063, 19.7446, 0.4959, 0.6287, 0.1958, 0.0434, 0.2400, 0.0930, 0.1625, 0.1091, 1.2318, 2.6529, 0.0486, 0.0557, 0.0564, 0.0557, 0.0430, 0.2231, 0.1155, 0.1155, 0.1348, 0.0747
010, 366966, 0.3022, 0.0597, 65.7387, 19.8648, 0.4527, 0.6539, 0.2010, 0.0417, 0.2832, -0.3573, 0.1620, 0.0977, 0.7923, 1.3189, 0.0520, 0.0534, 0.0540, 0.0534, 0.0496, 0.2536, 0.1098, 0.1098, 0.1371, 0.0811
011, 746200, 0.5662, 0.0624, 71.6400, 40.5627, 0.4804, 0.6298, 0.2037, 0.0480, 0.3864, -0.0730, 0.1640, 0.1088, 1.0190, 1.7887, 0.0460, 0.0472, 0.0481, 0.0475, 0.0630, 0.2467, 0.1051, 0.1051, 0.1478, 0.0661
012, 489051, 1.7345, 0.0625, 33.1802, 57.5499, 0.4735, 0.6475, 0.2225, 0.0596, 0.7542, 0.8982, 0.1605, 0.1245, 0.8757, 1.3858, 0.0995, 0.1085, 0.1049, 0.1057, 0.1213, 0.3335, 0.1633, 0.1633, 0.2107, 0.1310
013, 407121, 1.5838, 0.0638, 32.3375, 51.2170, 0.4817, 0.6365, 0.2004, 0.0468, 0.3269, 0.2193, 0.1648, 0.1254, 0.8469, 1.0466, 0.1011, 0.1070, 0.1040, 0.1079, 0.1189, 0.3023, 0.1626, 0.1626, 0.2185, 0.1354
014, 240929, 1.2970, 0.0594, 25.5903, 33.1903, 0.4853, 0.6483, 0.2197, 0.0635, 0.7384, 0.9618, 0.1495, 0.1271, 0.8167, 0.7309, 0.1066, 0.1112, 0.1090, 0.1117, 0.1178, 0.3376, 0.1946, 0.1946, 0.2296, 0.1417
015, 192198, 0.4968, 0.0547, 33.9968, 16.8891, 0.4606, 0.6623, 0.1964, 0.0484, 0.9722, 1.8557, 0.1774, 0.1212, 0.6414, 0.8029, 0.0659, 0.0725, 0.0728, 0.0728, 0.0754, 0.2994, 0.1414, 0.1414, 0.1898, 0.1212
016, 213426, 1.9132, 0.0617, 20.5915, 39.3952, 0.4874, 0.6272, 0.1890, 0.0564, 0.3421, 0.6786, 0.1778, 0.1627, 1.3713, 3.0167, 0.1328, 0.1369, 0.1348, 0.1364, 0.1265, 0.3338, 0.1998, 0.1998, 0.2436, 0.1685
017, 297036, 1.4933, 0.0621, 27.7072, 41.3744, 0.4691, 0.6165, 0.1899, 0.0489, 0.8531, 1.9834, 0.1571, 0.1255, 0.8603, 1.0316, 0.0972, 0.1038, 0.1011, 0.1025, 0.1038, 0.3122, 0.1747, 0.1747, 0.2175, 0.1234
018, 654897, 0.2681, 0.0600, 93.7542, 25.1331, 0.4655, 0.6440, 0.1997, 0.0430, 0.1975, -0.2467, 0.1641, 0.1022, 0.8899, 1.4530, 0.0356, 0.0384, 0.0384, 0.0384, 0.0373, 0.2187, 0.0937, 0.0937, 0.1201, 0.0536
019, 655344, 1.2033, 0.0635, 46.8750, 56.4024, 0.4767, 0.6303, 0.2182, 0.0557, 0.5422, 0.1982, 0.1584, 0.1108, 0.7589, 0.8827, 0.0709, 0.0756, 0.0726, 0.0732, 0.0936, 0.2799, 0.1243, 0.1243, 0.1709, 0.0956
020, 77520, 0.4657, 0.0632, 25.8053, 12.0172, 0.4757, 0.6575, 0.2244, 0.0656, 0.2136, 1.1126, 0.1515, 0.1357, 1.2371, 2.5786, 0.1450, 0.1504, 0.1495, 0.1504, 0.1175, 0.3454, 0.1992, 0.1992, 0.2639, 0.1596
021, 156520, 1.1813, 0.0616, 22.4093, 26.4725, 0.4630, 0.6528, 0.2234, 0.0683, 0.8534, 1.1750, 0.1704, 0.1415, 0.7717, 0.5471, 0.1145, 0.1170, 0.1163, 0.1172, 0.1123, 0.3367, 0.1851, 0.1851, 0.2510, 0.1627
022, 188100, 0.0926, 0.0618, 88.0833, 8.1593, 0.4368, 0.6544, 0.1997, 0.0424, 0.1928, 0.3030, 0.1769, 0.1122, 1.1669, 1.8962, 0.0395, 0.0393, 0.0393, 0.0393, 0.0315, 0.2198, 0.1053, 0.1053, 0.1275, 0.0739
023, 763830, 0.8590, 0.0608, 57.3321, 49.2460, 0.4757, 0.6361, 0.2017, 0.0459, 0.2384, 0.0839, 0.1620, 0.1131, 0.9508, 1.5954, 0.0568, 0.0601, 0.0592, 0.0593, 0.0806, 0.2582, 0.1179, 0.1179, 0.1488, 0.0856
024, 99591, 1.3970, 0.0657, 17.5362, 24.4981, 0.4803, 0.6416, 0.2210, 0.0687, 1.2012, 2.4021, 0.1586, 0.1330, 0.6211, 0.0311, 0.1680, 0.1733, 0.1731, 0.1741, 0.1498, 0.3803, 0.2349, 0.2349, 0.2669, 0.1977
025, 307692, 0.1602, 0.0647, 89.6261, 14.3557, 0.4590, 0.6459, 0.2144, 0.0483, 0.3695, -0.1845, 0.1651, 0.1090, 0.9049, 1.0316, 0.0486, 0.0480, 0.0476, 0.0480, 0.0390, 0.2349, 0.1181, 0.1181, 0.1337, 0.0818
026, 155232, 0.2526, 0.0663, 51.9697, 13.1250, 0.4788, 0.6407, 0.2100, 0.0429, 0.4289, 0.5540, 0.1687, 0.1048, 1.0033, 2.7018, 0.0752, 0.0761, 0.0761, 0.0761, 0.0720, 0.2604, 0.1336, 0.1336, 0.1645, 0.0987
027, 404320, 0.9143, 0.0647, 43.0444, 39.3549, 0.4786, 0.6234, 0.2119, 0.0509, 0.2386, -0.1977, 0.1613, 0.1154, 0.9612, 1.3077, 0.0851, 0.0897, 0.0891, 0.0892, 0.0918, 0.2782, 0.1460, 0.1460, 0.1797, 0.1130
028, 982272, 0.6005, 0.0619, 79.1250, 47.5121, 0.4796, 0.6230, 0.1951, 0.0433, 0.2900, 0.0141, 0.1621, 0.1054, 0.9878, 1.6707, 0.0490, 0.0499, 0.0508, 0.0504, 0.0638, 0.2256, 0.1002, 0.1002, 0.1303, 0.0688
029, 489362, 0.8085, 0.0613, 47.6598, 38.5321, 0.4878, 0.6292, 0.1953, 0.0434, 0.4595, 0.4097, 0.1618, 0.1185, 0.8722, 1.1649, 0.0756, 0.0804, 0.0795, 0.0796, 0.0833, 0.2709, 0.1307, 0.1307, 0.1609, 0.0983
030, 227808, 0.0910, 0.0519, 82.0764, 7.4709, 0.4635, 0.6601, 0.1875, 0.0423, 0.1669, -0.7197, 0.1544, 0.1000, 0.8400, 0.9607, 0.0303, 0.0293, 0.0296, 0.0293, 0.0202, 0.2084, 0.1080, 0.1080, 0.1204, 0.0684
031, 1360738, 0.5198, 0.0624, 100.9929, 52.4938, 0.4677, 0.6298, 0.2010, 0.0428, 0.2389, -0.0061, 0.1624, 0.1037, 1.1072, 2.0927, 0.0360, 0.0384, 0.0390, 0.0384, 0.0541, 0.2085, 0.0925, 0.0925, 0.1165, 0.0533
032, 84072, 1.6460, 0.0617, 13.9355, 22.9381, 0.4740, 0.6261, 0.1935, 0.0557, 0.5219, 0.8840, 0.1420, 0.1389, 1.1148, 2.9732, 0.1625, 0.1706, 0.1714, 0.1710, 0.1456, 0.3748, 0.2104, 0.2104, 0.2648, 0.1876
033, 442618, 1.0508, 0.0692, 44.9091, 47.1926, 0.4617, 0.6246, 0.2262, 0.0560, 0.4235, 0.0958, 0.1633, 0.1153, 1.0311, 2.0332, 0.0871, 0.0940, 0.0918, 0.0938, 0.0982, 0.3003, 0.1420, 0.1420, 0.1903, 0.1117
034, 567490, 1.0448, 0.0622, 45.8701, 47.9240, 0.4664, 0.6419, 0.2094, 0.0464, 0.2185, -0.1927, 0.1613, 0.1204, 1.0016, 1.5567, 0.0752, 0.0780, 0.0787, 0.0778, 0.0851, 0.2869, 0.1381, 0.1381, 0.1739, 0.1022
035, 114633, 0.1734, 0.0626, 50.8794, 8.8241, 0.4387, 0.6564, 0.2153, 0.0485, 0.3231, -0.4103, 0.1646, 0.1116, 0.6289, 0.2823, 0.0719, 0.0753, 0.0752, 0.0753, 0.0592, 0.2797, 0.1637, 0.1637, 0.1817, 0.1047
036, 710816, 0.2951, 0.0584, 90.6900, 26.7629, 0.4595, 0.6395, 0.1951, 0.0434, 0.1805, 0.0420, 0.1598, 0.1081, 1.0976, 1.9830, 0.0302, 0.0313, 0.0319, 0.0313, 0.0434, 0.2199, 0.0888, 0.0888, 0.1149, 0.0504
037, 709920, 0.9379, 0.0642, 55.8223, 52.3575, 0.4739, 0.6176, 0.2033, 0.0472, 0.3734, 0.1500, 0.1606, 0.1123, 0.8799, 1.3571, 0.0568, 0.0612, 0.0607, 0.0610, 0.0814, 0.2596, 0.1182, 0.1182, 0.1596, 0.0874
038, 481289, 0.2502, 0.0670, 92.8761, 23.2358, 0.4700, 0.6238, 0.2097, 0.0473, 0.2520, 0.0441, 0.1618, 0.1108, 1.2528, 2.8231, 0.0384, 0.0423, 0.0424, 0.0423, 0.0450, 0.2209, 0.1093, 0.1093, 0.1376, 0.0624
039, 167279, 0.1550, 0.0622, 64.5776, 10.0067, 0.4597, 0.6512, 0.1947, 0.0360, 0.2589, -0.3396, 0.1761, 0.1049, 0.3868, -0.1670, 0.0592, 0.0570, 0.0577, 0.0570, 0.0536, 0.2433, 0.1339, 0.1339, 0.1434, 0.0954
040, 55695, 0.3570, 0.0638, 25.2199, 9.0025, 0.4623, 0.6462, 0.2104, 0.0525, 0.6985, 0.9182, 0.1647, 0.1179, 0.6618, 1.1613, 0.1406, 0.1409, 0.1417, 0.1409, 0.1244, 0.3446, 0.2001, 0.2001, 0.2255, 0.1651
041, 859872, 0.4528, 0.0619, 85.3125, 38.6321, 0.4803, 0.6358, 0.2044, 0.0445, 0.2414, 0.0282, 0.1606, 0.1061, 1.0220, 1.7765, 0.0379, 0.0378, 0.0378, 0.0377, 0.0587, 0.2285, 0.0999, 0.0999, 0.1332, 0.0570
042, 164300, 1.7097, 0.0624, 19.3472, 33.0774, 0.5050, 0.6282, 0.1787, 0.0690, 0.3208, 1.1932, 0.1984, 0.2018, 1.7302, 3.7808, 0.1420, 0.1471, 0.1467, 0.1471, 0.1345, 0.3536, 0.1913, 0.1913, 0.2494, 0.1730
043, 1239084, 0.4613, 0.0643, 105.4206, 48.6260, 0.4784, 0.6265, 0.2032, 0.0424, 0.2597, -0.1054, 0.1631, 0.1022, 1.0017, 1.7109, 0.0281, 0.0289, 0.0296, 0.0290, 0.0536, 0.2112, 0.0933, 0.0933, 0.1128, 0.0520
044, 185822, 0.1783, 0.0688, 70.2198, 12.5171, 0.4491, 0.6511, 0.2202, 0.0429, 0.2613, -0.0528, 0.1772, 0.1048, 1.0516, 2.6658, 0.0577, 0.0577, 0.0577, 0.0577, 0.0568, 0.2522, 0.1322, 0.1322, 0.1618, 0.0908
045, 123405, 0.6582, 0.0583, 25.2491, 16.6189, 0.5050, 0.6121, 0.1859, 0.0596, 0.5355, 0.6235, 0.1638, 0.1462, 1.3116, 3.6910, 0.1013, 0.1049, 0.1047, 0.1049, 0.0993, 0.2872, 0.1667, 0.1667, 0.2085, 0.1460
046, 593830, 0.3114, 0.0645, 89.0535, 27.7285, 0.4731, 0.6260, 0.2135, 0.0511, 0.2577, -0.3510, 0.1515, 0.1042, 1.0218, 1.7148, 0.0383, 0.0420, 0.0421, 0.0420, 0.0463, 0.2289, 0.0968, 0.0968, 0.1162, 0.0636
047, 748512, 0.2729, 0.0628, 103.9757, 28.3798, 0.4776, 0.6244, 0.2033, 0.0448, 0.2746, -0.0522, 0.1577, 0.0988, 1.0879, 2.2478, 0.0337, 0.0348, 0.0357, 0.0348, 0.0447, 0.2210, 0.0910, 0.0910, 0.1115, 0.0571
048, 60096, 0.6134, 0.0748, 23.4271, 14.3706, 0.4635, 0.6080, 0.2311, 0.0688, 0.7309, 0.9573, 0.1524, 0.1362, 0.9417, 0.9376, 0.1848, 0.1917, 0.1921, 0.1917, 0.1441, 0.3430, 0.2448, 0.2448, 0.2633, 0.2063
049, 464430, 0.2474, 0.0626, 85.7581, 21.2204, 0.4704, 0.6493, 0.2148, 0.0469, 0.2815, 0.1542, 0.1666, 0.1072, 0.9687, 1.8394, 0.0335, 0.0361, 0.0354, 0.0361, 0.0444, 0.2365, 0.1109, 0.1109, 0.1369, 0.0649
050, 95230, 2.0794, 0.0684, 14.6292, 30.4206, 0.4672, 0.6226, 0.2023, 0.0582, 0.1855, 0.8700, 0.1620, 0.1560, 1.2463, 3.0809, 0.1923, 0.1974, 0.1970, 0.1974, 0.1746, 0.3719, 0.2420, 0.2420, 0.2839, 0.2319
051, 845370, 0.3683, 0.0601, 91.0860, 33.5485, 0.4662, 0.6349, 0.1968, 0.0418, 0.3335, 0.1002, 0.1653, 0.1007, 0.9842, 1.6352, 0.0397, 0.0427, 0.0436, 0.0428, 0.0534, 0.2212, 0.0992, 0.0992, 0.1267, 0.0541
052, 226590, 0.1946, 0.0700, 75.4762, 14.6895, 0.4667, 0.6285, 0.2188, 0.0462, 0.3860, -0.2577, 0.1637, 0.1062, 0.8304, 0.5577, 0.0605, 0.0623, 0.0623, 0.0623, 0.0571, 0.2492, 0.1218, 0.1218, 0.1386, 0.0837
053, 712720, 0.4884, 0.0607, 73.3746, 35.8369, 0.4650, 0.6363, 0.1992, 0.0436, 0.2576, -0.1378, 0.1604, 0.1047, 1.0656, 2.1309, 0.0532, 0.0535, 0.0534, 0.0537, 0.0598, 0.2392, 0.1040, 0.1040, 0.1261, 0.0709
054, 212256, 3.0455, 0.0698, 18.4154, 56.0833, 0.4392, 0.6296, 0.2156, 0.0524, 0.9047, 2.8642, 0.1495, 0.1250, 0.5041, -0.3602, 0.1504, 0.1560, 0.1507, 0.1531, 0.1647, 0.3618, 0.2162, 0.2162, 0.2624, 0.1811
055, 328900, 0.1946, 0.0637, 82.8577, 16.1254, 0.4667, 0.6412, 0.2092, 0.0457, 0.3459, -0.3138, 0.1606, 0.0992, 0.8069, 0.6634, 0.0505, 0.0517, 0.0515, 0.0517, 0.0410, 0.2210, 0.1046, 0.1046, 0.1489, 0.0663
056, 94016, 0.4602, 0.0707, 31.9712, 14.7124, 0.4531, 0.6430, 0.2286, 0.0522, 0.0938, -0.1819, 0.1503, 0.1176, 0.8204, 0.7844, 0.0971, 0.0994, 0.0990, 0.0994, 0.1073, 0.3378, 0.1699, 0.1699, 0.2318, 0.1396
057, 168714, 5.0934, 0.0645, 11.7422, 59.8077, 0.4869, 0.6190, 0.1949, 0.0605, 0.0187, 1.3069, 0.1633, 0.1775, 1.5592, 3.8442, 0.1971, 0.2053, 0.1990, 0.2028, 0.1728, 0.3692, 0.2515, 0.2515, 0.2810, 0.2364
058, 392700, 2.2262, 0.0662, 27.7904, 61.8667, 0.4720, 0.6051, 0.1872, 0.0450, 0.9020, 3.2990, 0.1682, 0.1314, 0.9094, 1.4805, 0.1219, 0.1291, 0.1238, 0.1276, 0.1262, 0.3068, 0.1853, 0.1853, 0.2146, 0.1562
059, 821400, 1.0417, 0.0624, 55.4368, 57.7466, 0.4803, 0.6269, 0.2012, 0.0478, 0.3451, 0.1259, 0.1686, 0.1151, 1.0842, 2.2785, 0.0551, 0.0593, 0.0598, 0.0590, 0.0830, 0.2635, 0.1187, 0.1187, 0.1448, 0.0831
060, 676240, 0.9229, 0.0644, 55.1342, 50.8832, 0.4615, 0.6313, 0.2053, 0.0453, 0.2739, 0.0698, 0.1654, 0.1132, 1.1293, 2.3413, 0.0701, 0.0734, 0.0724, 0.0724, 0.0816, 0.2666, 0.1260, 0.1260, 0.1527, 0.0893
061, 411988, 1.5965, 0.0623, 31.6313, 50.4980, 0.4603, 0.6175, 0.2030, 0.0557, 0.8008, 1.0509, 0.1621, 0.1202, 0.8123, 0.9840, 0.0974, 0.1065, 0.1001, 0.1024, 0.1028, 0.3093, 0.1710, 0.1710, 0.2092, 0.1149
062, 347904, 0.2384, 0.0679, 82.0104, 19.5522, 0.4643, 0.6328, 0.2138, 0.0444, 0.1429, -0.1382, 0.1778, 0.1075, 0.9008, 1.0971, 0.0619, 0.0623, 0.0631, 0.0623, 0.0520, 0.2352, 0.1230, 0.1230, 0.1444, 0.0794
063, 327816, 0.6767, 0.0624, 43.4098, 29.3764, 0.5026, 0.6301, 0.1895, 0.0385, 0.2747, 0.1241, 0.1605, 0.1160, 0.8393, 1.3573, 0.0725, 0.0736, 0.0739, 0.0736, 0.0838, 0.2687, 0.1374, 0.1374, 0.1641, 0.1001
064, 611651, 0.2398, 0.0605, 96.6371, 23.1760, 0.4739, 0.6276, 0.1962, 0.0427, 0.2311, 0.0065, 0.1580, 0.1057, 1.2342, 2.3945, 0.0434, 0.0448, 0.0442, 0.0448, 0.0405, 0.2123, 0.1019, 0.1019, 0.1163, 0.0576
065, 173082, 0.1914, 0.0613, 58.2692, 11.1514, 0.4512, 0.6336, 0.1998, 0.0401, -0.3155, 0.1148, 0.1490, 0.1131, 1.3518, 2.9148, 0.0546, 0.0552, 0.0550, 0.0552, 0.0468, 0.2433, 0.1365, 0.1365, 0.1529, 0.0968
066, 1092678, 0.5960, 0.0614, 83.1103, 49.5347, 0.4738, 0.6283, 0.1962, 0.0439, 0.3942, -0.0176, 0.1641, 0.1032, 0.9271, 1.6212, 0.0414, 0.0443, 0.0446, 0.0438, 0.0582, 0.2289, 0.0966, 0.0966, 0.1450, 0.0564
067, 358830, 0.2032, 0.0629, 83.5519, 16.9744, 0.4718, 0.6303, 0.2045, 0.0442, 0.2234, -0.0595, 0.1679, 0.1080, 1.2595, 2.9522, 0.0470, 0.0506, 0.0513, 0.0506, 0.0392, 0.2293, 0.1139, 0.1139, 0.1301, 0.0714
068, 397900, 0.3009, 0.0655, 75.3410, 22.6678, 0.4638, 0.6371, 0.2065, 0.0440, 0.3767, 0.1033, 0.1675, 0.1082, 0.8869, 1.3051, 0.0461, 0.0466, 0.0465, 0.0466, 0.0468, 0.2352, 0.0998, 0.0998, 0.1272, 0.0754
069, 126540, 2.4342, 0.0661, 15.0757, 36.6974, 0.4796, 0.6371, 0.2127, 0.0635, 0.4222, 1.2073, 0.1568, 0.1519, 1.0020, 1.3922, 0.1901, 0.1950, 0.1947, 0.1949, 0.1736, 0.3895, 0.2638, 0.2638, 0.2919, 0.2435
070, 1044225, 0.6424, 0.0643, 81.9731, 52.6557, 0.4663, 0.6255, 0.2029, 0.0437, 0.2446, -0.1664, 0.1676, 0.1056, 1.0428, 1.8503, 0.0494, 0.0525, 0.0521, 0.0517, 0.0701, 0.2331, 0.1100, 0.1100, 0.1408, 0.0692
071, 535800, 0.2639, 0.0657, 93.5824, 24.6926, 0.4591, 0.6402, 0.2144, 0.0449, 0.2541, -0.0901, 0.1664, 0.1043, 0.9993, 1.6218, 0.0418, 0.0477, 0.0479, 0.0477, 0.0519, 0.2280, 0.1083, 0.1083, 0.1318, 0.0708
072, 1558956, 0.5644, 0.0635, 105.5821, 59.5884, 0.4714, 0.6288, 0.2029, 0.0428, 0.2322, -0.0262, 0.1648, 0.1034, 1.0643, 1.9804, 0.0362, 0.0391, 0.0396, 0.0390, 0.0575, 0.2138, 0.0927, 0.0927, 0.1234, 0.0486
073, 303408, 0.3900, 0.0611, 53.9070, 21.0249, 0.4556, 0.6484, 0.2076, 0.0513, 0.5334, 0.2829, 0.1647, 0.1137, 0.9187, 1.4325, 0.0602, 0.0646, 0.0641, 0.0645, 0.0596, 0.2597, 0.1308, 0.1308, 0.1511, 0.0963
074, 815184, 0.5441, 0.0636, 77.7883, 42.3260, 0.4658, 0.6319, 0.2069, 0.0443, 0.2399, -0.0967, 0.1578, 0.1006, 0.9293, 1.6590, 0.0430, 0.0437, 0.0451, 0.0438, 0.0633, 0.2411, 0.1082, 0.1082, 0.1383, 0.0670
075, 1240536, 0.6356, 0.0633, 88.4392, 56.2162, 0.4724, 0.6238, 0.1973, 0.0415, 0.2526, 0.1129, 0.1637, 0.1037, 1.0896, 2.2340, 0.0357, 0.0405, 0.0400, 0.0398, 0.0647, 0.2236, 0.0945, 0.0945, 0.1233, 0.0575
076, 191840, 3.9636, 0.0665, 14.6204, 57.9500, 0.4541, 0.6346, 0.2313, 0.0783, 0.6997, 1.0363, 0.1494, 0.1423, 0.7871, 0.2037, 0.1836, 0.2011, 0.1896, 0.1931, 0.1738, 0.4099, 0.2293, 0.2293, 0.3009, 0.2157
077, 579360, 0.5569, 0.0644, 65.6866, 36.5784, 0.4694, 0.6402, 0.2164, 0.0491, 0.3304, 0.2859, 0.1625, 0.1060, 0.9298, 1.5666, 0.0498, 0.0536, 0.0537, 0.0536, 0.0719, 0.2550, 0.1251, 0.1251, 0.1503, 0.0736
078, 1104760, 0.4563, 0.0641, 99.7507, 45.5161, 0.4730, 0.6274, 0.2036, 0.0437, 0.2037, -0.0692, 0.1647, 0.1043, 1.0665, 2.0084, 0.0397, 0.0421, 0.0431, 0.0422, 0.0569, 0.2172, 0.0990, 0.0990, 0.1209, 0.0606
079, 376064, 0.1743, 0.0607, 89.1445, 15.5351, 0.4637, 0.6378, 0.1985, 0.0444, 0.2644, 0.0429, 0.1666, 0.1066, 0.8220, 1.0688, 0.0388, 0.0432, 0.0427, 0.0432, 0.0380, 0.2225, 0.1074, 0.1074, 0.1520, 0.0688
080, 328635, 0.9038, 0.0613, 36.9780, 33.4212, 0.4712, 0.6238, 0.1930, 0.0477, 0.5895, 0.7484, 0.1662, 0.1222, 1.0072, 1.5737, 0.0946, 0.0990, 0.0985, 0.0983, 0.0893, 0.2989, 0.1398, 0.1398, 0.1693, 0.1125
081, 440440, 0.1857, 0.0617, 94.9825, 17.6396, 0.4579, 0.6505, 0.2053, 0.0439, 0.4280, -0.1039, 0.1723, 0.0975, 0.5366, 0.2428, 0.0329, 0.0378, 0.0384, 0.0378, 0.0448, 0.2249, 0.1033, 0.1033, 0.1369, 0.0589
082, 141158, 0.1882, 0.0663, 57.3988, 10.8037, 0.4620, 0.6297, 0.2150, 0.0505, 0.2555, -0.1111, 0.1610, 0.1105, 1.1834, 2.4853, 0.0743, 0.0799, 0.0799, 0.0799, 0.0549, 0.2684, 0.1409, 0.1409, 0.1633, 0.1089
083, 90306, 0.3314, 0.0552, 28.8208, 9.5517, 0.4443, 0.6897, 0.2142, 0.0569, 0.6697, 0.3428, 0.1750, 0.1309, 0.6030, 0.2546, 0.1176, 0.1207, 0.1208, 0.1207, 0.0963, 0.3169, 0.1776, 0.1776, 0.2062, 0.1499
084, 727592, 0.9332, 0.0621, 54.8701, 51.2039, 0.4861, 0.6274, 0.1938, 0.0424, 0.2031, 0.0819, 0.1673, 0.1208, 1.0736, 1.6744, 0.0640, 0.0691, 0.0662, 0.0676, 0.0824, 0.2634, 0.1231, 0.1231, 0.1557, 0.0846
085, 249118, 0.3353, 0.0560, 48.2803, 16.1868, 0.4699, 0.6575, 0.1927, 0.0464, 0.3042, -0.1952, 0.1797, 0.1261, 0.9341, 0.7707, 0.0600, 0.0596, 0.0610, 0.0596, 0.0554, 0.2725, 0.1331, 0.1331, 0.1917, 0.0897
086, 876708, 0.4657, 0.0622, 85.4069, 39.7777, 0.4675, 0.6316, 0.2004, 0.0421, 0.2719, -0.0304, 0.1614, 0.1019, 0.9949, 1.7306, 0.0425, 0.0450, 0.0446, 0.0451, 0.0519, 0.2217, 0.0881, 0.0881, 0.1215, 0.0592
087, 141542, 0.9258, 0.0662, 25.8729, 23.9540, 0.5137, 0.6181, 0.1857, 0.0521, -0.0694, 0.9967, 0.1793, 0.1614, 1.4945, 4.0085, 0.1341, 0.1400, 0.1403, 0.1401, 0.1149, 0.3172, 0.1910, 0.1910, 0.2453, 0.1597
088, 176220, 1.3904, 0.0578, 20.5636, 28.5927, 0.4740, 0.6274, 0.1873, 0.0577, 1.0693, 3.6520, 0.1613, 0.1458, 1.4361, 4.3833, 0.1415, 0.1517, 0.1513, 0.1519, 0.1234, 0.3463, 0.1841, 0.1841, 0.2228, 0.1651
089, 919088, 0.8273, 0.0647, 68.1972, 56.4213, 0.4754, 0.6261, 0.2085, 0.0464, 0.3532, 0.0345, 0.1590, 0.1024, 0.9266, 1.8526, 0.0519, 0.0567, 0.0571, 0.0569, 0.0763, 0.2568, 0.1130, 0.1130, 0.1465, 0.0710
090, 207144, 0.1363, 0.0591, 72.9167, 9.9351, 0.4823, 0.6506, 0.2076, 0.0496, 0.6049, 0.2352, 0.1712, 0.1126, 1.1833, 2.7387, 0.0491, 0.0507, 0.0500, 0.0507, 0.0429, 0.2464, 0.1108, 0.1108, 0.1468, 0.0742
091, 1036728, 0.4632, 0.0633, 94.7287, 43.8817, 0.4796, 0.6257, 0.2008, 0.0424, 0.2184, -0.1048, 0.1656, 0.1056, 1.0423, 1.9909, 0.0388, 0.0392, 0.0402, 0.0391, 0.0567, 0.2214, 0.0960, 0.0960, 0.1186, 0.0550
092, 794640, 1.0261, 0.0624, 54.9502, 56.3864, 0.4685, 0.6366, 0.2056, 0.0458, 0.3125, 0.1055, 0.1617, 0.1124, 0.9502, 1.3881, 0.0567, 0.0622, 0.0609, 0.0611, 0.0853, 0.2608, 0.1312, 0.1312, 0.1730, 0.0859
