uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
826, 0.00352, 0.00316, 0.00304, 0.00316, 0.00470, 0.06768, 0.00425, 0.00425, 0.00838, 0.00289
827, 0.01099, 0.01186, 0.01128, 0.01193, 0.01626, 0.18295, 0.01511, 0.01511, 0.01492, 0.00688
828, 0.00524, 0.00753, 0.00715, 0.00769, 0.00491, 0.03434, 0.00767, 0.00767, 0.01370, 0.00509
829, 0.00803, 0.00771, 0.00749, 0.00766, 0.00560, 0.05874, 0.00952, 0.00952, 0.01365, 0.01796
830, 0.00403, 0.00431, 0.00466, 0.00431, 0.00728, 0.14274, 0.00741, 0.00741, 0.02774, 0.00794
831, 0.01068, 0.00842, 0.00888, 0.00841, 0.00752, 0.01773, 0.01010, 0.01010, 0.00994, 0.00847
832, 0.01799, 0.01574, 0.01693, 0.01573, 0.00853, 0.04558, 0.03370, 0.03370, 0.04277, 0.02015
833, 0.00658, 0.00708, 0.00685, 0.00708, 0.00378, 0.00241, 0.00385, 0.00385, 0.00300, 0.50161
834, 0.03813, 0.04035, 0.03917, 0.04035, 0.02062, 0.10623, 0.08003, 0.08003, 0.10979, 0.03936
835, 0.00564, 0.00560, 0.00581, 0.00560, 0.00461, 0.13474, 0.00511, 0.00511, 0.00533, 0.00558
836, 0.00619, 0.00692, 0.00716, 0.00689, 0.00494, 0.01679, 0.00859, 0.00859, 0.01164, 0.00713
837, 0.01969, 0.02246, 0.02124, 0.02246, 0.03393, 0.03314, 0.04370, 0.04370, 0.05614, 0.02416
838, 0.00225, 0.00222, 0.00228, 0.00222, 0.00257, 0.00837, 0.00226, 0.00226, 0.00247, 0.01498
839, 0.00507, 0.00428, 0.00436, 0.00395, 0.00467, 0.03582, 0.00367, 0.00367, 0.00442, 0.00367
840, 0.02738, 0.03615, 0.03460, 0.03668, 0.01304, 0.02412, 0.06457, 0.06457, 0.06502, 0.04188
841, 0.00342, 0.00358, 0.00354, 0.00358, 0.00482, 0.01205, 0.00387, 0.00387, 0.00424, 0.00396
842, 0.00080, 0.00082, 0.00083, 0.00082, 0.00076, 0.00847, 0.00077, 0.00077, 0.00061, 0.00089
843, 0.02092, 0.02301, 0.02511, 0.02301, 0.00625, 0.01499, 0.02861, 0.02861, 0.08630, 0.03526
844, 0.00549, 0.00554, 0.00525, 0.00555, 0.00616, 0.01345, 0.00970, 0.00970, 0.01348, 0.02636
845, 0.00646, 0.00789, 0.00787, 0.00770, 0.02593, 0.19058, 0.00818, 0.00818, 0.01162, 0.00918
846, 0.01181, 0.01183, 0.01205, 0.01212, 0.00818, 0.09964, 0.02316, 0.02316, 0.02144, 0.01149
847, 0.00508, 0.00624, 0.00610, 0.00624, 0.00584, 0.07292, 0.00673, 0.00673, 0.01057, 0.00672
848, 0.01433, 0.01263, 0.01275, 0.01273, 0.00746, 0.01696, 0.01593, 0.01593, 0.01583, 0.01727
849, 0.02789, 0.02825, 0.02852, 0.02825, 0.04380, 0.12708, 0.08809, 0.08809, 0.11732, 0.03926
850, 0.00612, 0.00694, 0.00648, 0.00659, 0.00437, 0.08144, 0.00722, 0.00722, 0.00844, 0.00632
851, 0.01253, 0.01114, 0.01096, 0.01114, 0.01098, 0.10691, 0.01522, 0.01522, 0.05782, 0.00873
852, 0.00799, 0.00836, 0.00802, 0.00825, 0.00434, 0.08979, 0.00824, 0.00824, 0.03503, 0.00550
853, 0.00374, 0.00632, 0.00633, 0.00635, 0.00163, 0.00818, 0.00804, 0.00804, 0.01014, 0.00459
